Delft
 52.00828      4.364573      1             1 

 y, m, dm, h, Az, hs,G_Gh,G_Dh,G_Bn, Ta, Ts, FF, DD, p,N,G_Gk
 2005, 1, 1, 1,-172.4, 0.0,0,0,0,9.3,7.4,3.1,218,1011,8,0
 2005, 1, 1, 2,-159.2, 0.0,0,0,0,9.4,7.3,2.8,252,1011,8,0
 2005, 1, 1, 3,-135.2, 0.0,0,0,0,9.2,7.0,2.5,249,1011,8,0
 2005, 1, 1, 4,-116.5, 0.0,0,0,0,9.0,7.0,2.8,265,1011,8,0
 2005, 1, 1, 5,-102.0, 0.0,0,0,0,8.9,6.9,2.7,263,1011,8,0
 2005, 1, 1, 6,-89.3, 0.0,0,0,0,8.8,6.8,2.9,252,1011,8,0
 2005, 1, 1, 7,-78.1, 0.0,0,0,0,8.8,6.6,2.6,276,1011,8,0
 2005, 1, 1, 8,-67.1, 0.0,0,0,0,8.7,6.8,3.2,237,1011,8,0
 2005, 1, 1, 9,-55.5, 0.0,0,0,0,8.7,6.7,2.9,214,1011,8,0
 2005, 1, 1, 10,-43.6,3.7,20,20,0,9.1,8.8,4.4,298,1011,8,20
 2005, 1, 1, 11,-31.2,9.3,51,51,0,9.7,9.6,3.8,185,1011,8,51
 2005, 1, 1, 12,-17.5,13.1,74,74,0,10.2,10.3,3.8,226,1011,8,74
 2005, 1, 1, 13,-3.4,14.9,88,88,0,10.6,10.9,4.2,235,1011,8,88
 2005, 1, 1, 14,10.3,14.3,96,94,8,11.0,11.3,4.4,148,1011,8,96
 2005, 1, 1, 15,24.3,11.5,70,70,0,11.1,11.2,4.0,190,1011,8,70
 2005, 1, 1, 16,37.3,6.8,34,34,0,10.9,10.7,5.4,221,1011,8,34
 2005, 1, 1, 17,49.5,0.4,1,1,0,10.5,10.0,4.2,126,1011,8,1
 2005, 1, 1, 18,61.2, 0.0,0,0,0,10.2,8.8,4.6,200,1011,8,0
 2005, 1, 1, 19,72.3, 0.0,0,0,0,9.8,8.2,4.0,187,1011,8,0
 2005, 1, 1, 20,83.4, 0.0,0,0,0,9.5,8.0,4.2,236,1011,8,0
 2005, 1, 1, 21,95.2, 0.0,0,0,0,9.2,7.7,4.2,249,1011,8,0
 2005, 1, 1, 22,108.5, 0.0,0,0,0,8.9,7.1,3.4,210,1011,8,0
 2005, 1, 1, 23,125.1, 0.0,0,0,0,8.5,6.6,2.9,265,1011,8,0
 2005, 1, 1, 24,146.1, 0.0,0,0,0,8.2,6.1,2.7,216,1011,8,0
 2005, 1, 2, 1,-172.3, 0.0,0,0,0,7.8,5.8,2.8,247,1011,8,0
 2005, 1, 2, 2,-159.3, 0.0,0,0,0,7.2,5.6,4.0,220,1011,8,0
 2005, 1, 2, 3,-135.3, 0.0,0,0,0,6.9,5.7,5.1,235,1011,8,0
 2005, 1, 2, 4,-116.6, 0.0,0,0,0,6.7,5.4,4.8,155,1011,8,0
 2005, 1, 2, 5,-102.1, 0.0,0,0,0,6.4,5.3,5.6,187,1011,8,0
 2005, 1, 2, 6,-89.4, 0.0,0,0,0,6.2,4.9,4.8,125,1011,8,0
 2005, 1, 2, 7,-78.2, 0.0,0,0,0,6.0,4.8,5.4,187,1011,8,0
 2005, 1, 2, 8,-67.2, 0.0,0,0,0,5.8,4.2,3.7,164,1011,8,0
 2005, 1, 2, 9,-55.6, 0.0,0,0,0,5.8,4.2,4.0,219,1011,8,0
 2005, 1, 2, 10,-44.1,3.7,15,15,0,6.0,5.6,3.8,226,1011,8,15
 2005, 1, 2, 11,-31.3,9.3,43,43,0,6.3,6.2,4.2,192,1011,8,43
 2005, 1, 2, 12,-17.6,13.2,68,68,0,6.7,6.8,3.5,256,1011,8,68
 2005, 1, 2, 13,-3.5,14.9,79,79,0,6.9,7.1,4.4,266,1011,8,79
 2005, 1, 2, 14,10.3,14.4,77,77,0,7.1,7.2,4.8,196,1011,8,77
 2005, 1, 2, 15,24.2,11.6,58,58,0,7.1,7.1,3.8,195,1011,8,58
 2005, 1, 2, 16,37.3,6.9,29,29,0,6.9,6.7,4.6,202,1011,8,29
 2005, 1, 2, 17,49.5,0.5,1,1,0,6.6,6.1,4.0,201,1011,8,1
 2005, 1, 2, 18,61.2, 0.0,0,0,0,6.4,4.9,4.2,231,1011,8,0
 2005, 1, 2, 19,72.3, 0.0,0,0,0,6.2,4.3,3.2,242,1011,8,0
 2005, 1, 2, 20,83.3, 0.0,0,0,0,6.0,3.9,2.8,258,1011,8,0
 2005, 1, 2, 21,95.2, 0.0,0,0,0,5.9,3.7,2.5,243,1011,8,0
 2005, 1, 2, 22,108.5, 0.0,0,0,0,5.7,3.3,2.1,290,1011,8,0
 2005, 1, 2, 23,125.0, 0.0,0,0,0,5.4,2.7,1.5,267,1011,8,0
 2005, 1, 2, 24,146.1, 0.0,0,0,0,4.9,1.9,1.0,323,1011,8,0
 2005, 1, 3, 1,-172.2, 0.0,0,0,0,5.4,2.2,0.7,299,1011,8,0
 2005, 1, 3, 2,-159.5, 0.0,0,0,0,5.4,2.1,0.6,305,1011,8,0
 2005, 1, 3, 3,-135.5, 0.0,0,0,0,5.4,2.4,1.0,302,1011,8,0
 2005, 1, 3, 4,-117.1, 0.0,0,0,0,5.4,2.1,0.7,306,1011,8,0
 2005, 1, 3, 5,-102.2, 0.0,0,0,0,5.5,2.3,0.8,309,1011,8,0
 2005, 1, 3, 6,-89.5, 0.0,0,0,0,5.6,2.3,0.6,306,1011,8,0
 2005, 1, 3, 7,-78.3, 0.0,0,0,0,5.6,2.5,0.8,308,1011,8,0
 2005, 1, 3, 8,-67.2, 0.0,0,0,0,5.7,2.6,1.0,300,1011,8,0
 2005, 1, 3, 9,-56.1, 0.0,0,0,0,5.7,2.7,1.1,306,1011,8,0
 2005, 1, 3, 10,-44.2,3.7,15,15,0,6.1,5.6,1.3,282,1011,8,15
 2005, 1, 3, 11,-31.3,9.4,42,42,0,6.8,6.7,2.1,283,1011,8,42
 2005, 1, 3, 12,-18.0,13.3,65,65,0,7.5,7.6,2.2,250,1011,8,65
 2005, 1, 3, 13,-3.5,15.0,77,77,0,8.0,8.2,2.5,270,1011,8,77
 2005, 1, 3, 14,10.2,14.5,74,74,0,8.4,8.6,2.3,194,1011,8,74
 2005, 1, 3, 15,24.2,11.7,57,57,0,8.5,8.5,1.8,280,1011,8,57
 2005, 1, 3, 16,37.3,7.0,28,28,0,8.3,8.0,2.1,249,1011,8,28
 2005, 1, 3, 17,49.4,0.7,1,1,0,7.9,7.4,3.0,277,1011,8,1
 2005, 1, 3, 18,61.2, 0.0,0,0,0,7.7,6.1,4.0,204,1011,8,0
 2005, 1, 3, 19,72.2, 0.0,0,0,0,7.5,5.9,4.0,75,1011,8,0
 2005, 1, 3, 20,83.3, 0.0,0,0,0,7.2,5.4,3.4,112,1011,8,0
 2005, 1, 3, 21,95.2, 0.0,0,0,0,7.0,5.2,3.4,194,1011,8,0
 2005, 1, 3, 22,108.4, 0.0,0,0,0,6.5,4.9,3.8,178,1011,8,0
 2005, 1, 3, 23,125.0, 0.0,0,0,0,6.4,4.7,3.7,175,1011,8,0
 2005, 1, 3, 24,145.6, 0.0,0,0,0,5.7,4.0,3.8,160,1011,8,0
 2005, 1, 4, 1,-172.0, 0.0,0,0,0,5.8,4.2,3.7,188,1011,8,0
 2005, 1, 4, 2,-160.0, 0.0,0,0,0,5.4,3.7,3.7,195,1012,8,0
 2005, 1, 4, 3,-136.0, 0.0,0,0,0,5.0,3.5,4.2,167,1012,8,0
 2005, 1, 4, 4,-117.2, 0.0,0,0,0,4.7,3.4,4.8,153,1012,8,0
 2005, 1, 4, 5,-102.3, 0.0,0,0,0,4.6,3.6,6.0,122,1012,8,0
 2005, 1, 4, 6,-90.0, 0.0,0,0,0,4.4,3.0,4.6,65,1012,8,0
 2005, 1, 4, 7,-78.4, 0.0,0,0,0,4.2,2.5,3.7,168,1012,8,0
 2005, 1, 4, 8,-67.3, 0.0,0,0,0,4.0,2.2,3.2,236,1012,8,0
 2005, 1, 4, 9,-56.2, 0.0,0,0,0,4.0,2.2,3.4,228,1012,8,0
 2005, 1, 4, 10,-44.2,3.8,27,24,38,4.5,4.2,2.9,216,1012,8,27
 2005, 1, 4, 11,-31.4,9.4,72,65,39,5.1,5.3,3.1,274,1012,8,72
 2005, 1, 4, 12,-18.1,13.3,99,91,34,5.7,6.1,2.9,261,1012,8,99
 2005, 1, 4, 13,-4.0,15.1,113,108,19,6.1,6.6,3.7,262,1012,8,113
 2005, 1, 4, 14,10.2,14.6,106,102,15,6.4,6.8,2.8,258,1013,8,106
 2005, 1, 4, 15,24.1,11.9,82,80,12,6.4,6.6,2.5,257,1013,8,82
 2005, 1, 4, 16,37.2,7.1,41,41,0,6.1,6.0,2.5,269,1013,8,41
 2005, 1, 4, 17,49.4,0.8,2,2,0,5.7,5.1,2.6,267,1013,8,2
 2005, 1, 4, 18,61.2, 0.0,0,0,0,5.3,3.4,3.0,227,1013,8,0
 2005, 1, 4, 19,72.2, 0.0,0,0,0,5.0,3.1,3.0,265,1013,7,0
 2005, 1, 4, 20,83.3, 0.0,0,0,0,4.6,2.9,3.4,245,1014,7,0
 2005, 1, 4, 21,95.2, 0.0,0,0,0,4.3,2.2,2.7,214,1014,7,0
 2005, 1, 4, 22,108.4, 0.0,0,0,0,3.9,2.0,3.1,272,1014,7,0
 2005, 1, 4, 23,124.6, 0.0,0,0,0,3.5,1.6,3.0,232,1014,7,0
 2005, 1, 4, 24,145.5, 0.0,0,0,0,3.2,1.3,3.0,256,1014,7,0
 2005, 1, 5, 1,-171.5, 0.0,0,0,0,2.9,1.5,4.2,244,1014,6,0
 2005, 1, 5, 2,-160.2, 0.0,0,0,0,2.6,1.4,5.1,174,1015,6,0
 2005, 1, 5, 3,-136.2, 0.0,0,0,0,2.4,1.0,4.4,97,1015,6,0
 2005, 1, 5, 4,-117.3, 0.0,0,0,0,2.2,0.6,3.7,186,1015,6,0
 2005, 1, 5, 5,-102.5, 0.0,0,0,0,2.1,0.9,5.1,240,1015,6,0
 2005, 1, 5, 6,-90.1, 0.0,0,0,0,2.0,0.6,4.6,133,1015,6,0
 2005, 1, 5, 7,-78.5, 0.0,0,0,0,1.9,0.7,5.4,190,1015,5,0
 2005, 1, 5, 8,-67.4, 0.0,0,0,0,1.8,0.3,4.2,136,1016,5,0
 2005, 1, 5, 9,-56.2, 0.0,0,0,0,1.8,0.2,4.0,232,1016,5,0
 2005, 1, 5, 10,-44.3,3.8,34,25,149,2.6,2.4,3.5,235,1016,5,34
 2005, 1, 5, 11,-31.5,9.5,128,74,322,4.3,4.9,3.1,220,1016,5,128
 2005, 1, 5, 12,-18.2,13.4,146,86,262,5.3,6.1,3.0,245,1016,5,146
 2005, 1, 5, 13,-4.1,15.2,153,104,186,6.0,6.9,2.9,257,1016,6,153
 2005, 1, 5, 14,10.1,14.7,216,94,479,7.1,8.5,3.5,264,1016,2,216
 2005, 1, 5, 15,24.1,12.0,120,79,197,7.1,7.7,3.4,214,1016,5,120
 2005, 1, 5, 16,37.2,7.3,94,60,266,6.9,7.2,3.4,228,1016,6,94
 2005, 1, 5, 17,49.4,0.9,9,9,0,5.9,5.5,4.2,236,1016,6,9
 2005, 1, 5, 18,61.1, 0.0,0,0,0,5.6,4.4,5.1,191,1015,6,0
 2005, 1, 5, 19,72.2, 0.0,0,0,0,5.3,4.1,5.1,163,1015,6,0
 2005, 1, 5, 20,83.3, 0.0,0,0,0,5.0,3.3,3.7,162,1015,6,0
 2005, 1, 5, 21,95.2, 0.0,0,0,0,4.6,3.4,4.8,209,1015,6,0
 2005, 1, 5, 22,108.4, 0.0,0,0,0,4.3,3.1,5.1,194,1015,6,0
 2005, 1, 5, 23,124.5, 0.0,0,0,0,4.0,2.7,4.6,170,1014,6,0
 2005, 1, 5, 24,145.5, 0.0,0,0,0,3.7,2.5,5.1,168,1014,7,0
 2005, 1, 6, 1,-171.4, 0.0,0,0,0,3.4,2.4,6.4,183,1014,7,0
 2005, 1, 6, 2,-160.3, 0.0,0,0,0,3.0,2.2,6.6,60,1014,7,0
 2005, 1, 6, 3,-136.3, 0.0,0,0,0,2.7,1.8,6.6,91,1014,7,0
 2005, 1, 6, 4,-117.5, 0.0,0,0,0,2.5,1.6,6.6,94,1013,7,0
 2005, 1, 6, 5,-102.6, 0.0,0,0,0,2.3,1.4,6.4,118,1013,7,0
 2005, 1, 6, 6,-90.2, 0.0,0,0,0,2.2,1.2,6.2,102,1013,7,0
 2005, 1, 6, 7,-78.6, 0.0,0,0,0,2.0,1.2,6.6,124,1013,7,0
 2005, 1, 6, 8,-67.5, 0.0,0,0,0,1.9,0.9,6.4,138,1013,8,0
 2005, 1, 6, 9,-56.3, 0.0,0,0,0,1.9,0.9,6.2,99,1012,8,0
 2005, 1, 6, 10,-44.4,3.8,7,7,0,2.0,1.6,5.1,160,1012,8,7
 2005, 1, 6, 11,-31.6,9.6,21,21,0,2.0,1.7,5.4,259,1012,8,21
 2005, 1, 6, 12,-18.2,13.5,15,15,0,2.2,1.9,6.0,216,1012,8,15
 2005, 1, 6, 13,-4.1,15.3,32,32,0,2.4,2.2,6.9,204,1012,8,32
 2005, 1, 6, 14,10.1,14.8,171,103,264,3.4,4.1,7.5,120,1012,5,171
 2005, 1, 6, 15,24.0,12.1,144,62,389,3.9,4.5,7.7,91,1012,2,144
 2005, 1, 6, 16,37.2,7.4,84,42,328,4.1,4.2,7.1,73,1012,3,84
 2005, 1, 6, 17,49.4,1.1,4,4,0,3.6,3.3,5.8,64,1012,3,4
 2005, 1, 6, 18,61.1, 0.0,0,0,0,3.5,1.8,4.0,210,1012,3,0
 2005, 1, 6, 19,72.2, 0.0,0,0,0,3.3,1.6,3.8,266,1012,3,0
 2005, 1, 6, 20,83.3, 0.0,0,0,0,3.1,1.2,3.1,260,1012,4,0
 2005, 1, 6, 21,95.2, 0.0,0,0,0,2.9,1.2,3.4,258,1012,4,0
 2005, 1, 6, 22,108.4, 0.0,0,0,0,2.8,0.7,2.7,254,1011,4,0
 2005, 1, 6, 23,124.5, 0.0,0,0,0,2.6,0.5,2.7,288,1011,4,0
 2005, 1, 6, 24,145.4, 0.0,0,0,0,2.4,0.2,2.2,300,1011,5,0
 2005, 1, 7, 1,-171.3, 0.0,0,0,0,2.3,0.1,2.2,301,1011,5,0
 2005, 1, 7, 2,-160.5, 0.0,0,0,0,2.3,-0.3,1.6,304,1011,5,0
 2005, 1, 7, 3,-136.5, 0.0,0,0,0,2.2,-0.3,1.8,309,1011,6,0
 2005, 1, 7, 4,-118.0, 0.0,0,0,0,2.2,-0.2,2.0,333,1011,6,0
 2005, 1, 7, 5,-103.1, 0.0,0,0,0,2.2,-0.1,2.1,273,1011,6,0
 2005, 1, 7, 6,-90.3, 0.0,0,0,0,2.1,-0.3,1.8,301,1011,6,0
 2005, 1, 7, 7,-79.1, 0.0,0,0,0,2.1,-0.6,1.4,308,1011,7,0
 2005, 1, 7, 8,-67.6, 0.0,0,0,0,2.1,-0.3,1.8,302,1011,7,0
 2005, 1, 7, 9,-56.4, 0.0,0,0,0,2.2,-0.5,1.5,270,1011,7,0
 2005, 1, 7, 10,-44.5,3.9,7,7,0,2.4,1.8,1.5,292,1011,7,7
 2005, 1, 7, 11,-32.1,9.6,22,22,0,2.4,2.0,1.6,272,1011,8,22
 2005, 1, 7, 12,-18.3,13.6,19,19,0,2.8,2.4,1.9,318,1011,8,19
 2005, 1, 7, 13,-4.2,15.4,21,21,0,2.9,2.5,1.5,282,1011,8,21
 2005, 1, 7, 14,10.0,15.0,175,104,277,4.3,5.5,2.1,280,1011,6,175
 2005, 1, 7, 15,23.6,12.3,132,73,281,5.0,5.7,2.2,266,1011,5,132
 2005, 1, 7, 16,37.1,7.6,77,43,259,5.2,5.4,1.6,245,1011,5,77
 2005, 1, 7, 17,49.4,1.2,5,5,0,4.7,4.2,2.0,305,1011,5,5
 2005, 1, 7, 18,61.1, 0.0,0,0,0,4.5,2.2,2.2,257,1011,5,0
 2005, 1, 7, 19,72.2, 0.0,0,0,0,4.2,2.1,2.4,236,1011,5,0
 2005, 1, 7, 20,83.3, 0.0,0,0,0,4.0,2.0,2.7,267,1011,6,0
 2005, 1, 7, 21,95.2, 0.0,0,0,0,3.8,1.7,2.6,223,1011,6,0
 2005, 1, 7, 22,108.4, 0.0,0,0,0,3.5,1.6,2.8,242,1011,6,0
 2005, 1, 7, 23,124.5, 0.0,0,0,0,3.3,1.3,2.7,217,1011,6,0
 2005, 1, 7, 24,145.4, 0.0,0,0,0,3.1,1.1,2.7,230,1011,6,0
 2005, 1, 8, 1,-171.2, 0.0,0,0,0,2.7,0.6,2.5,240,1011,6,0
 2005, 1, 8, 2,-161.0, 0.0,0,0,0,2.4,0.3,2.6,235,1011,6,0
 2005, 1, 8, 3,-136.6, 0.0,0,0,0,2.0,0.0,2.8,279,1011,7,0
 2005, 1, 8, 4,-118.1, 0.0,0,0,0,1.8,-0.4,2.2,264,1011,7,0
 2005, 1, 8, 5,-103.2, 0.0,0,0,0,1.6,-0.8,1.8,236,1011,7,0
 2005, 1, 8, 6,-90.4, 0.0,0,0,0,1.5,-1.4,1.1,294,1011,7,0
 2005, 1, 8, 7,-79.2, 0.0,0,0,0,1.3,-1.8,0.7,303,1011,7,0
 2005, 1, 8, 8,-68.1, 0.0,0,0,0,1.2,-1.8,0.9,302,1011,7,0
 2005, 1, 8, 9,-56.5, 0.0,0,0,0,1.1,-1.8,1.2,304,1011,8,0
 2005, 1, 8, 10,-44.6,4.0,4,4,0,1.0,0.4,1.5,268,1011,8,4
 2005, 1, 8, 11,-32.1,9.7,18,18,0,1.5,1.1,2.4,286,1011,8,18
 2005, 1, 8, 12,-18.4,13.7,28,28,0,1.6,1.3,2.7,238,1011,8,28
 2005, 1, 8, 13,-4.3,15.5,27,27,0,1.7,1.4,3.2,220,1011,8,27
 2005, 1, 8, 14,9.6,15.1,175,105,267,2.7,3.7,4.2,163,1011,6,175
 2005, 1, 8, 15,23.6,12.4,139,71,316,3.2,3.9,3.5,116,1012,4,139
 2005, 1, 8, 16,37.1,7.7,82,42,297,3.3,3.6,2.6,194,1012,5,82
 2005, 1, 8, 17,49.3,1.4,5,5,0,2.9,2.5,3.4,242,1012,5,5
 2005, 1, 8, 18,61.1, 0.0,0,0,0,2.6,1.0,3.7,189,1012,5,0
 2005, 1, 8, 19,72.2, 0.0,0,0,0,2.3,0.6,3.5,170,1012,5,0
 2005, 1, 8, 20,83.3, 0.0,0,0,0,2.0,0.2,3.2,167,1012,5,0
 2005, 1, 8, 21,95.2, 0.0,0,0,0,1.7,-0.1,3.4,248,1012,5,0
 2005, 1, 8, 22,108.4, 0.0,0,0,0,1.3,0.0,4.6,221,1012,6,0
 2005, 1, 8, 23,124.5, 0.0,0,0,0,1.0,-0.3,4.8,116,1012,6,0
 2005, 1, 8, 24,145.3, 0.0,0,0,0,0.7,-0.3,5.8,115,1012,6,0
 2005, 1, 9, 1,-171.1, 0.0,0,0,0,0.4,-0.9,4.8,63,1012,6,0
 2005, 1, 9, 2,-161.1, 0.0,0,0,0,0.1,-0.9,5.8,121,1012,6,0
 2005, 1, 9, 3,-137.1, 0.0,0,0,0,-0.2,-1.2,5.8,88,1012,6,0
 2005, 1, 9, 4,-118.3, 0.0,0,0,0,-0.3,-1.4,5.6,80,1012,7,0
 2005, 1, 9, 5,-103.3, 0.0,0,0,0,-0.5,-1.6,5.4,100,1012,7,0
 2005, 1, 9, 6,-90.5, 0.0,0,0,0,-0.6,-2.0,4.6,144,1012,7,0
 2005, 1, 9, 7,-79.3, 0.0,0,0,0,-0.7,-1.8,5.6,188,1012,7,0
 2005, 1, 9, 8,-68.2, 0.0,0,0,0,-0.8,-1.9,5.6,121,1012,7,0
 2005, 1, 9, 9,-56.6, 0.0,0,0,0,-0.8,-2.2,4.4,120,1012,7,0
 2005, 1, 9, 10,-45.1,4.0,8,8,0,-0.7,-1.1,5.4,195,1012,8,8
 2005, 1, 9, 11,-32.2,9.8,17,17,0,-0.5,-0.8,5.6,165,1012,8,17
 2005, 1, 9, 12,-18.5,13.8,24,24,0,-0.3,-0.6,5.8,151,1012,8,24
 2005, 1, 9, 13,-4.3,15.7,23,23,0,-0.4,-0.7,4.8,151,1012,8,23
 2005, 1, 9, 14,9.5,15.3,195,117,299,1.0,0.0,4.4,221,1012,6,195
 2005, 1, 9, 15,23.5,12.6,156,70,396,1.6,0.0,4.6,218,1012,4,156
 2005, 1, 9, 16,37.1,7.9,88,49,278,1.8,0.0,4.2,234,1012,4,88
 2005, 1, 9, 17,49.3,1.5,5,5,0,1.3,0.0,4.2,195,1012,4,5
 2005, 1, 9, 18,61.1, 0.0,0,0,0,1.1,0.0,5.8,200,1012,4,0
 2005, 1, 9, 19,72.2, 0.0,0,0,0,0.9,0.0,6.4,153,1012,5,0
 2005, 1, 9, 20,83.3, 0.0,0,0,0,0.7,-0.3,6.0,108,1012,5,0
 2005, 1, 9, 21,95.2, 0.0,0,0,0,0.6,-0.4,6.0,137,1012,5,0
 2005, 1, 9, 22,108.4, 0.0,0,0,0,0.4,-0.7,5.8,166,1012,5,0
 2005, 1, 9, 23,124.5, 0.0,0,0,0,0.2,-1.0,5.1,181,1012,5,0
 2005, 1, 9, 24,145.3, 0.0,0,0,0,0.0,-1.1,5.4,219,1012,6,0
 2005, 1, 10, 1,-171.0, 0.0,0,0,0,-0.1,-1.3,5.1,213,1012,6,0
 2005, 1, 10, 2,-161.3, 0.0,0,0,0,-0.3,-1.2,6.4,216,1012,6,0
 2005, 1, 10, 3,-137.3, 0.0,0,0,0,-0.4,-1.5,5.4,129,1012,6,0
 2005, 1, 10, 4,-118.4, 0.0,0,0,0,-0.5,-1.8,4.6,222,1012,6,0
 2005, 1, 10, 5,-103.4, 0.0,0,0,0,-0.5,-1.7,5.1,236,1012,7,0
 2005, 1, 10, 6,-91.1, 0.0,0,0,0,-0.6,-1.7,5.6,229,1012,7,0
 2005, 1, 10, 7,-79.4, 0.0,0,0,0,-0.6,-1.8,5.1,192,1012,7,0
 2005, 1, 10, 8,-68.3, 0.0,0,0,0,-0.7,-2.0,4.6,222,1012,7,0
 2005, 1, 10, 9,-57.1, 0.0,0,0,0,-0.6,-1.9,4.8,201,1012,7,0
 2005, 1, 10, 10,-45.1,4.1,8,8,0,-0.6,-0.9,6.4,236,1012,8,8
 2005, 1, 10, 11,-32.3,9.9,12,12,0,-0.3,-0.6,7.5,105,1012,8,12
 2005, 1, 10, 12,-18.5,13.9,21,21,0,-0.1,-0.4,6.9,87,1012,8,21
 2005, 1, 10, 13,-4.4,15.8,34,34,0,0.1,0.0,7.7,115,1012,8,34
 2005, 1, 10, 14,9.5,15.4,197,101,362,1.6,0.0,8.7,84,1012,5,197
 2005, 1, 10, 15,23.5,12.7,162,59,469,2.4,0.0,9.8,7,1012,2,162
 2005, 1, 10, 16,37.1,8.0,88,47,297,2.6,2.7,9.8,356,1012,2,88
 2005, 1, 10, 17,49.3,1.7,6,6,0,2.1,1.8,9.0,358,1012,2,6
 2005, 1, 10, 18,61.1, 0.0,0,0,0,1.9,1.6,12.1,355,1012,3,0
 2005, 1, 10, 19,72.2, 0.0,0,0,0,1.8,1.5,11.6,348,1012,3,0
 2005, 1, 10, 20,83.4, 0.0,0,0,0,1.7,1.3,10.8,353,1013,3,0
 2005, 1, 10, 21,95.2, 0.0,0,0,0,1.5,1.0,9.0,0,1013,3,0
 2005, 1, 10, 22,108.4, 0.0,0,0,0,1.4,0.6,7.3,83,1013,3,0
 2005, 1, 10, 23,124.5, 0.0,0,0,0,1.3,0.5,7.1,190,1013,3,0
 2005, 1, 10, 24,145.2, 0.0,0,0,0,1.2,0.4,7.7,168,1013,3,0
 2005, 1, 11, 1,-170.5, 0.0,0,0,0,1.0,0.2,7.3,147,1013,3,0
 2005, 1, 11, 2,-161.4, 0.0,0,0,0,0.8,0.1,7.3,188,1013,4,0
 2005, 1, 11, 3,-137.5, 0.0,0,0,0,0.7,0.0,7.7,199,1013,4,0
 2005, 1, 11, 4,-118.6, 0.0,0,0,0,0.7,-0.1,7.1,145,1013,4,0
 2005, 1, 11, 5,-103.6, 0.0,0,0,0,0.6,-0.2,7.3,176,1013,4,0
 2005, 1, 11, 6,-91.2, 0.0,0,0,0,0.5,-0.1,8.3,161,1014,4,0
 2005, 1, 11, 7,-79.5, 0.0,0,0,0,0.5,-0.1,8.1,84,1014,4,0
 2005, 1, 11, 8,-68.4, 0.0,0,0,0,0.5,-0.2,7.5,110,1014,4,0
 2005, 1, 11, 9,-57.2, 0.0,0,0,0,0.5,0.0,9.3,162,1014,4,0
 2005, 1, 11, 10,-45.2,4.2,26,26,3,1.2,1.0,9.3,16,1014,4,26
 2005, 1, 11, 11,-32.4,10.0,149,77,412,3.3,3.8,8.6,77,1014,5,149
 2005, 1, 11, 12,-19.0,14.0,172,93,324,4.7,5.4,7.5,86,1014,5,172
 2005, 1, 11, 13,-4.5,16.0,150,112,137,5.3,5.8,7.9,188,1014,7,150
 2005, 1, 11, 14,9.4,15.6,89,89,0,5.2,5.5,6.0,123,1014,8,89
 2005, 1, 11, 15,23.5,12.9,116,91,111,5.4,5.7,8.7,227,1014,7,116
 2005, 1, 11, 16,37.1,8.2,67,58,64,5.1,5.1,9.3,92,1014,7,67
 2005, 1, 11, 17,49.3,1.9,2,2,0,4.3,4.0,9.6,63,1014,7,2
 2005, 1, 11, 18,61.1, 0.0,0,0,0,3.8,3.5,11.6,9,1014,7,0
 2005, 1, 11, 19,72.3, 0.0,0,0,0,3.2,2.9,10.4,358,1014,7,0
 2005, 1, 11, 20,83.4, 0.0,0,0,0,2.7,2.2,9.6,27,1014,7,0
 2005, 1, 11, 21,95.3, 0.0,0,0,0,2.2,1.6,9.0,55,1014,7,0
 2005, 1, 11, 22,108.4, 0.0,0,0,0,1.6,1.1,9.3,87,1014,7,0
 2005, 1, 11, 23,124.5, 0.0,0,0,0,1.1,0.6,9.0,100,1014,7,0
 2005, 1, 11, 24,145.2, 0.0,0,0,0,0.5,0.1,9.8,68,1014,7,0
 2005, 1, 12, 1,-170.4, 0.0,0,0,0,-0.3,-0.6,12.1,87,1014,7,0
 2005, 1, 12, 2,-161.6, 0.0,0,0,0,-1.4,-1.7,11.3,3,1014,7,0
 2005, 1, 12, 3,-138.0, 0.0,0,0,0,-2.4,-2.9,9.3,355,1014,7,0
 2005, 1, 12, 4,-119.1, 0.0,0,0,0,-3.0,-3.6,8.1,64,1013,7,0
 2005, 1, 12, 5,-104.1, 0.0,0,0,0,-3.6,-4.3,7.9,174,1013,7,0
 2005, 1, 12, 6,-91.3, 0.0,0,0,0,-4.2,-4.9,7.7,177,1013,7,0
 2005, 1, 12, 7,-79.6, 0.0,0,0,0,-4.7,-5.3,8.3,161,1013,7,0
 2005, 1, 12, 8,-68.5, 0.0,0,0,0,-5.1,-5.9,6.8,126,1013,7,0
 2005, 1, 12, 9,-57.3, 0.0,0,0,0,-5.3,-6.2,6.2,197,1013,7,0
 2005, 1, 12, 10,-45.3,4.3,31,27,53,-5.2,-5.4,6.2,262,1013,7,31
 2005, 1, 12, 11,-32.5,10.1,78,70,49,-5.0,-4.9,5.8,235,1013,7,78
 2005, 1, 12, 12,-19.1,14.2,132,101,126,-4.8,-4.2,4.6,285,1013,7,132
 2005, 1, 12, 13,-4.5,16.1,117,110,25,-4.8,-4.4,5.8,245,1013,8,117
 2005, 1, 12, 14,9.4,15.7,102,100,8,-4.9,-4.6,5.8,235,1013,8,102
 2005, 1, 12, 15,23.4,13.1,143,91,228,-4.9,-4.3,5.6,221,1013,6,143
 2005, 1, 12, 16,37.0,8.4,52,48,29,-5.1,-5.2,4.8,220,1013,6,52
