Az,hs,FF,Ta,G_Bn,G_Dh,G_Gh
-79.4,0.0,0.4,18.8,0,0,0
-76.3,0.0,0.5,18.2,0,0,0
-72.5,0.0,0.4,17.7,0,0,0
-68.1,2.6,0.3,18.0,0,10,10
-62.2,15.4,0.8,21.4,564,63,214
-54.2,27.5,1.2,24.4,711,93,422
-43.3,38.2,2.2,26.9,774,123,602
-27.5,46.6,1.2,29.1,809,146,733
-7.3,50.9,1.8,30.8,821,158,795
14.5,50.0,2.0,31.7,840,145,789
33.4,44.1,2.0,32.6,867,112,716
47.3,34.8,1.3,32.6,829,90,564
57.2,23.6,1.3,31.5,755,67,368
64.3,11.2,0.5,30.2,535,46,150
69.5,0.0,0.2,28.3,0,2,2
74.1,0.0,0.1,26.9,0,0,0
77.4,0.0,0.2,25.6,0,0,0
80.4,0.0,0.1,24.2,0,0,0
83.1,0.0,0.2,23.0,0,0,0
85.0,0.0,0.4,21.2,0,0,0
-85.3,0.0,0.1,19.8,0,0,0
-86.3,0.0,0.2,18.3,0,0,0
-85.1,0.0,0.1,16.8,0,0,0
-82.4,0.0,0.1,16.0,0,0,0
-79.6,0.0,0.3,15.2,0,0,0
-76.5,0.0,0.8,14.6,0,0,0
-73.0,0.0,0.8,14.0,0,0,0
-68.2,2.6,1.3,14.3,0,11,11
-62.3,15.5,1.5,18.0,671,50,230
-54.4,27.6,1.3,21.8,867,56,458
-43.4,38.4,0.8,24.7,943,69,654
-28.1,46.7,0.7,27.1,976,83,793
-7.4,51.1,0.9,28.9,986,91,858
14.5,50.2,1.5,30.2,990,88,849
33.5,44.3,2.0,30.8,980,77,761
47.4,35.0,3.0,30.8,943,61,603
57.3,23.8,2.8,29.9,855,50,394
64.4,11.3,2.0,28.1,630,40,164
70.0,0.0,1.3,26.1,0,2,2
74.2,0.0,1.5,25.0,0,0,0
77.5,0.0,1.5,24.0,0,0,0
80.5,0.0,1.3,23.0,0,0,0
83.3,0.0,2.0,21.6,0,0,0
85.5,0.0,1.0,20.2,0,0,0
-88.2,0.0,1.5,19.3,0,0,0
-87.6,0.0,0.5,18.4,0,0,0
-85.4,0.0,0.9,17.4,0,0,0
-83.1,0.0,0.5,16.9,0,0,0
-80.2,0.0,0.5,16.4,0,0,0
-77.0,0.0,0.6,16.1,0,0,0
-73.2,0.0,1.2,15.8,0,0,0
-68.4,2.6,1.2,16.1,0,10,10
-62.5,15.5,0.7,18.9,170,119,164
-54.6,27.7,1.5,21.6,165,237,313
-43.6,38.5,0.7,23.6,182,304,417
-28.2,46.9,1.5,25.2,170,375,499
-7.4,51.4,0.8,27.0,469,314,681
14.5,50.5,1.6,28.6,632,268,755
33.6,44.6,1.5,30.0,916,146,789
47.5,35.2,1.5,30.5,926,91,625
57.4,23.9,2.6,30.0,715,84,374
64.5,11.5,2.2,28.6,549,47,156
70.1,0.0,2.2,26.9,0,3,3
74.3,0.0,1.0,26.0,0,0,0
78.1,0.0,0.9,25.2,0,0,0
81.1,0.0,0.8,24.4,0,0,0
83.6,0.0,0.6,23.8,0,0,0
86.3,0.0,0.8,22.7,0,0,0
-91.1,0.0,0.4,21.8,0,0,0
-89.3,0.0,0.5,20.8,0,0,0
-86.2,0.0,2.0,19.8,0,0,0
-83.3,0.0,2.2,19.2,0,0,0
-80.4,0.0,0.4,18.7,0,0,0
-77.2,0.0,0.3,18.3,0,0,0
-73.3,0.0,0.5,17.9,0,0,0
-68.5,2.6,0.7,18.3,0,11,11
-63.0,15.6,0.7,21.8,501,71,206
-55.1,27.8,1.6,24.8,670,106,419
-44.1,38.6,2.6,27.5,752,133,602
-28.4,47.1,2.6,29.7,712,191,713
-7.5,51.6,4.2,31.4,702,219,769
14.5,50.7,3.0,32.6,721,206,764
34.0,44.8,3.8,33.4,707,182,680
