Az,hs,FF,Ta,G_Bn,G_Dh,G_Gh
131.3,0.0,3.6,9.0,0,0,0
-169.1,0.0,2.8,8.8,0,0,0
-146.1,0.0,2.8,8.6,0,0,0
-118.5,0.0,3.6,8.5,0,0,0
-103.1,0.0,2.7,8.4,0,0,0
-92.1,0.0,3.1,8.3,0,0,0
-83.0,0.0,4.4,8.3,0,0,0
-74.3,0.0,4.1,8.2,0,0,0
-65.5,0.0,3.3,8.2,0,0,0
-56.3,5.2,5.8,8.7,52,35,40
-45.4,14.3,5.5,9.6,101,106,131
-33.2,21.7,4.6,10.6,100,175,212
-19.1,26.9,3.1,11.5,119,226,279
-3.4,29.2,3.6,12.2,105,245,296
12.1,28.4,1.3,12.5,69,226,259
27.1,24.4,5.1,12.7,67,191,219
40.2,17.9,5.5,12.6,94,137,166
51.4,9.5,5.8,12.2,55,67,76
61.4,0.0,7.7,11.6,0,1,1
70.4,0.0,6.5,11.2,0,0,0
79.1,0.0,5.2,10.8,0,0,0
87.5,0.0,4.9,10.3,0,0,0
97.4,0.0,4.9,9.7,0,0,0
110.5,0.0,4.6,9.6,0,0,0
131.3,0.0,5.2,9.2,0,0,0
-168.5,0.0,7.6,8.7,0,0,0
-146.4,0.0,6.5,8.2,0,0,0
-119.1,0.0,4.4,7.8,0,0,0
-103.3,0.0,2.8,7.6,0,0,0
-92.2,0.0,2.7,7.3,0,0,0
-83.2,0.0,2.4,7.1,0,0,0
-74.4,0.0,3.6,6.8,0,0,0
-66.0,0.0,1.7,6.9,0,0,0
-56.4,5.2,1.2,7.2,0,28,28
-45.6,14.3,1.2,6.8,48,101,113
-33.3,21.8,1.1,8.2,84,162,194
-19.2,27.0,0.7,8.6,8,166,169
-3.5,29.4,1.3,8.7,0,124,124
12.1,28.5,1.5,8.6,0,77,77
27.0,24.6,1.3,8.6,0,122,122
40.2,18.1,1.0,8.6,9,116,118
51.5,9.7,1.5,8.4,17,63,66
61.4,0.0,2.4,7.7,0,1,1
70.4,0.0,3.3,7.7,0,0,0
79.1,0.0,1.2,7.2,0,0,0
87.6,0.0,1.5,6.8,0,0,0
97.5,0.0,0.9,6.3,0,0,0
110.5,0.0,0.5,5.9,0,0,0
131.4,0.0,0.2,5.4,0,0,0
-168.4,0.0,0.4,5.1,0,0,0
-147.1,0.0,0.6,4.8,0,0,0
-119.4,0.0,1.1,4.5,0,0,0
-103.4,0.0,2.7,4.3,0,0,0
-92.4,0.0,2.0,4.2,0,0,0
-83.3,0.0,2.8,4.0,0,0,0
-74.6,0.0,3.9,3.9,0,0,0
-66.1,0.0,3.1,3.9,0,0,0
-56.5,5.3,2.4,4.6,189,43,60
-46.1,14.4,2.8,5.7,283,99,169
-33.4,21.9,3.1,7.4,588,128,348
-19.3,27.2,2.0,8.1,172,214,292
-3.5,29.6,1.8,8.7,134,253,319
12.0,28.7,1.8,8.9,115,218,273
27.0,24.8,1.2,9.4,483,162,365
40.2,18.3,1.1,9.4,418,106,237
51.5,9.9,1.2,9.0,392,64,131
61.5,0.1,2.0,8.1,0,7,7
70.5,0.0,4.1,7.8,0,0,0
79.2,0.0,3.1,7.4,0,0,0
88.0,0.0,2.1,7.1,0,0,0
97.6,0.0,2.0,6.7,0,0,0
111.0,0.0,3.6,6.4,0,0,0
131.4,0.0,2.1,6.0,0,0,0
-168.3,0.0,1.5,5.7,0,0,0
-147.4,0.0,1.2,5.5,0,0,0
-119.6,0.0,0.6,5.2,0,0,0
-104.0,0.0,0.4,5.1,0,0,0
-92.5,0.0,0.3,5.0,0,0,0
-83.4,0.0,0.3,4.9,0,0,0
-75.1,0.0,0.2,4.8,0,0,0
-66.2,0.0,0.3,4.8,0,0,0
-56.6,5.3,0.4,5.6,251,39,62
-46.2,14.5,0.7,7.0,407,90,192
-33.5,22.0,0.6,8.3,476,118,297
-19.4,27.3,0.5,9.6,613,117,398
-3.6,29.7,0.3,10.8,681,114,451
12.0,28.9,0.1,11.6,784,83,461
27.0,25.0,0.4,12.0,792,66,401
40.2,18.5,0.7,12.1,796,56,308
51.5,10.0,0.8,11.6,653,38,151
61.5,0.3,1.1,10.5,0,5,5
70.5,0.0,0.9,9.9,0,0,0
79.2,0.0,1.3,9.4,0,0,0
88.1,0.0,2.0,8.8,0,0,0
98.1,0.0,1.3,8.2,0,0,0
111.1,0.0,1.5,7.6,0,0,0
131.5,0.0,1.3,7.0,0,0,0
-168.2,0.0,1.3,6.4,0,0,0
-148.0,0.0,1.8,5.6,0,0,0
-120.2,0.0,2.7,4.9,0,0,0
-104.2,0.0,4.1,4.4,0,0,0
-93.1,0.0,3.6,4.0,0,0,0
-83.5,0.0,3.9,3.6,0,0,0
-75.2,0.0,3.9,3.3,0,0,0
-66.4,0.0,4.9,3.2,0,0,0
-57.1,5.4,3.3,3.7,406,30,68
-46.3,14.6,3.1,4.7,679,47,218
-34.0,22.1,2.0,5.7,806,53,357
-19.5,27.5,1.5,6.6,870,56,457
-4.1,29.9,1.5,7.4,909,55,508
11.6,29.1,2.1,7.9,918,53,499
27.0,25.2,4.1,8.0,884,50,426
40.2,18.7,6.5,7.9,810,47,306
51.5,10.2,5.8,7.3,651,36,152
61.5,0.4,6.5,6.3,0,5,5
70.6,0.0,8.6,5.9,0,0,0
79.3,0.0,8.1,5.4,0,0,0
88.2,0.0,7.2,5.0,0,0,0
98.1,0.0,6.8,4.5,0,0,0
111.2,0.0,6.1,4.1,0,0,0
131.5,0.0,4.4,3.6,0,0,0
-168.1,0.0,3.1,3.6,0,0,0
-148.3,0.0,3.6,3.7,0,0,0
-120.5,0.0,3.3,3.8,0,0,0
-104.4,0.0,1.5,3.8,0,0,0
-93.2,0.0,0.8,3.9,0,0,0
-84.1,0.0,1.0,4.0,0,0,0
-75.3,0.0,1.5,4.0,0,0,0
-66.5,0.0,1.5,4.0,0,0,0
-57.2,5.5,1.3,5.1,475,29,74
-46.4,14.7,3.1,6.9,752,44,234
-34.1,22.3,2.8,8.9,874,51,382
-19.6,27.6,3.1,10.6,936,53,487
-4.1,30.1,3.6,12.0,946,54,528
11.5,29.3,1.7,12.8,936,52,510
27.0,25.4,2.4,13.2,901,50,436
40.2,18.9,4.1,13.2,819,47,312
51.6,10.4,2.7,12.5,652,37,155
61.6,0.6,1.7,11.3,0,4,4
71.0,0.0,2.4,11.0,0,0,0
79.4,0.0,2.3,10.7,0,0,0
88.2,0.0,1.0,10.4,0,0,0
98.2,0.0,0.7,10.2,0,0,0
111.3,0.0,1.0,9.9,0,0,0
132.0,0.0,1.2,9.6,0,0,0
-167.6,0.0,2.1,9.2,0,0,0
-148.6,0.0,2.3,8.7,0,0,0
-121.1,0.0,2.7,8.3,0,0,0
-104.6,0.0,2.3,8.0,0,0,0
-93.4,0.0,1.7,7.8,0,0,0
-84.2,0.0,1.1,7.6,0,0,0
-75.4,0.0,0.8,7.5,0,0,0
-66.6,0.0,1.8,7.5,0,0,0
-57.3,5.5,2.7,7.9,111,38,48
-46.5,14.8,3.3,9.4,646,88,252
-34.2,22.4,1.7,10.8,868,49,380
-20.1,27.8,2.7,12.2,799,166,538
-4.2,30.2,2.3,12.7,272,264,401
11.5,29.5,3.1,12.0,0,125,125
27.0,25.6,5.1,11.9,74,192,223
40.3,19.1,4.9,11.6,92,140,170
52.0,10.6,4.4,10.9,0,47,47
62.0,0.8,2.4,10.3,0,2,2
71.1,0.0,2.3,10.1,0,0,0
79.4,0.0,1.5,9.9,0,0,0
88.3,0.0,1.8,9.7,0,0,0
98.3,0.0,3.1,9.5,0,0,0
111.4,0.0,4.1,9.2,0,0,0
132.1,0.0,3.6,9.0,0,0,0
-167.5,0.0,3.1,8.9,0,0,0
-149.2,0.0,2.0,8.7,0,0,0
-121.3,0.0,2.1,8.6,0,0,0
-105.2,0.0,0.6,8.5,0,0,0
-93.5,0.0,0.7,8.4,0,0,0
-84.3,0.0,1.5,8.4,0,0,0
-75.6,0.0,0.7,8.3,0,0,0
-67.1,0.0,1.3,8.4,0,0,0
-57.4,5.6,1.3,9.1,227,40,62
-47.0,14.9,0.9,10.3,370,87,182
-34.3,22.5,2.4,12.1,632,130,372
-20.1,27.9,4.4,12.9,267,207,332
-4.3,30.4,4.4,13.7,408,194,400
11.5,29.7,3.1,14.3,432,202,416
27.0,25.8,3.9,14.0,32,172,186
40.3,19.3,5.8,13.8,143,144,191
52.1,10.8,4.4,13.3,244,68,114
62.1,1.0,4.9,12.7,0,4,4
71.1,0.0,4.4,12.4,0,0,0
79.5,0.0,5.2,12.1,0,0,0
88.4,0.0,5.5,11.8,0,0,0
98.4,0.0,6.1,11.6,0,0,0
111.5,0.0,7.2,11.3,0,0,0
132.2,0.0,6.8,11.0,0,0,0
-167.4,0.0,7.2,10.6,0,0,0
-149.5,0.0,4.4,10.3,0,0,0
-121.6,0.0,3.6,10.0,0,0,0
-105.4,0.0,3.3,9.8,0,0,0
-94.1,0.0,3.3,9.6,0,0,0
-84.5,0.0,2.8,9.5,0,0,0
-76.1,0.0,3.9,9.4,0,0,0
-67.2,0.0,3.6,9.4,0,0,0
-57.6,5.7,4.4,10.2,259,41,67
-47.1,15.0,5.5,11.6,536,66,205
-34.5,22.7,6.1,13.0,677,79,341
-20.2,28.1,8.6,14.4,794,77,451
-4.3,30.6,9.1,15.4,828,75,497
11.4,29.9,7.2,16.2,857,65,492
27.0,26.0,7.2,16.5,823,61,422
40.3,19.5,6.1,16.5,700,61,294
52.1,11.0,5.5,15.9,487,49,142
62.2,1.2,6.5,14.9,0,6,6
71.2,0.0,5.5,14.4,0,0,0
79.6,0.0,6.5,13.9,0,0,0
88.5,0.0,5.1,13.4,0,0,0
98.5,0.0,4.4,12.9,0,0,0
112.0,0.0,5.2,12.5,0,0,0
132.3,0.0,4.9,12.0,0,0,0
-167.4,0.0,3.9,11.4,0,0,0
-150.2,0.0,3.6,10.9,0,0,0
-122.2,0.0,3.3,10.3,0,0,0
-105.6,0.0,2.4,10.0,0,0,0
-94.3,0.0,1.3,9.7,0,0,0
-85.0,0.0,1.5,9.5,0,0,0
-76.2,0.0,1.0,9.3,0,0,0
-67.4,0.0,1.8,9.2,0,0,0
-58.1,5.8,3.1,10.0,254,41,67
-47.2,15.1,2.7,11.1,429,76,188
-34.6,22.8,3.1,12.3,474,126,310
-20.3,28.3,3.1,13.3,518,152,398
-4.4,30.8,3.9,14.3,706,121,483
11.4,30.1,5.5,15.0,771,103,490
27.0,26.2,6.1,15.2,638,114,396
40.4,19.7,7.2,15.0,414,108,248
52.1,11.2,8.1,14.5,384,57,132
62.2,1.4,7.2,13.6,0,5,5
71.3,0.0,4.4,13.2,0,0,0
80.1,0.0,2.4,12.9,0,0,0
88.6,0.0,2.3,12.7,0,0,0
99.0,0.0,1.8,12.3,0,0,0
112.1,0.0,0.9,11.9,0,0,0
132.4,0.0,0.7,11.6,0,0,0
-167.3,0.0,1.1,11.4,0,0,0
-150.4,0.0,1.8,11.1,0,0,0
-122.5,0.0,2.7,10.9,0,0,0
-106.2,0.0,3.6,10.8,0,0,0
-94.4,0.0,3.9,10.7,0,0,0
-85.2,0.0,3.6,10.7,0,0,0
-76.4,0.0,3.6,10.6,0,0,0
-67.5,0.0,4.1,10.6,0,0,0
-58.2,5.9,5.8,11.3,116,38,50
-47.4,15.2,7.2,12.5,177,116,163
-35.1,23.0,6.5,13.7,363,144,286
-20.4,28.5,9.4,14.9,462,167,387
-4.4,31.1,14.5,16.0,577,153,450
11.4,30.3,12.2,16.9,717,116,478
27.0,26.5,10.2,17.5,788,88,439
40.4,19.9,8.6,17.5,699,63,301
52.2,11.4,9.1,17.0,571,45,158
62.3,1.6,7.2,16.1,0,8,8
71.4,0.0,6.1,15.7,0,0,0
80.2,0.0,5.8,15.4,0,0,0
89.1,0.0,6.1,15.0,0,0,0
99.2,0.0,4.9,14.7,0,0,0
112.2,0.0,6.1,14.3,0,0,0
132.5,0.0,5.5,14.0,0,0,0
-167.3,0.0,7.6,13.6,0,0,0
-151.1,0.0,5.2,13.2,0,0,0
-123.1,0.0,7.2,12.8,0,0,0
-106.4,0.0,4.9,12.7,0,0,0
-95.0,0.0,4.9,12.5,0,0,0
-85.3,0.0,4.6,12.3,0,0,0
-76.5,0.0,1.5,12.2,0,0,0
-68.0,0.0,1.5,12.2,0,0,0
-58.3,6.0,0.9,12.7,42,39,44
-47.5,15.4,1.0,13.6,130,118,153
-35.2,23.1,1.0,14.8,321,159,285
-20.5,28.7,0.6,15.5,122,225,284
-4.5,31.3,0.6,15.8,31,224,240
11.4,30.6,0.7,16.0,113,233,291
27.0,26.7,0.7,16.8,541,146,389
40.4,20.1,1.7,17.0,646,79,301
52.3,11.6,1.8,16.9,555,79,191
62.4,1.8,3.3,16.2,0,15,15
71.4,0.0,5.1,15.5,0,0,0
80.3,0.0,3.3,14.8,0,0,0
89.2,0.0,3.9,14.1,0,0,0
99.3,0.0,2.4,13.4,0,0,0
112.4,0.0,2.7,12.7,0,0,0
132.6,0.0,2.4,12.1,0,0,0
-167.2,0.0,2.3,11.3,0,0,0
-151.3,0.0,1.2,10.6,0,0,0
-123.4,0.0,0.5,9.8,0,0,0
-106.6,0.0,1.1,9.4,0,0,0
-95.2,0.0,0.5,9.0,0,0,0
-85.5,0.0,0.7,8.8,0,0,0
-77.0,0.0,0.5,8.5,0,0,0
-68.1,0.0,0.4,8.5,0,0,0
-58.4,6.1,0.7,9.4,543,29,87
-47.6,15.5,1.0,11.0,783,49,259
-35.3,23.3,2.0,12.7,899,60,416
-20.6,28.9,1.0,14.0,958,66,528
-4.6,31.5,1.5,15.0,975,67,576
11.3,30.8,1.8,15.8,969,65,561
27.1,26.9,1.7,16.1,939,60,485
40.5,20.4,1.0,16.0,860,56,355
52.3,11.9,1.0,15.4,702,44,188
62.4,2.0,0.4,14.3,0,8,8
71.5,0.0,0.2,13.5,0,0,0
80.3,0.0,0.1,12.6,0,0,0
89.3,0.0,0.1,11.8,0,0,0
99.4,0.0,0.0,10.9,0,0,0
112.5,0.0,0.1,10.0,0,0,0
133.1,0.0,0.1,9.1,0,0,0
-167.2,0.0,0.1,8.4,0,0,0
-151.6,0.0,0.1,7.5,0,0,0
-124.1,0.0,0.0,6.7,0,0,0
-107.2,0.0,0.0,6.2,0,0,0
-95.4,0.0,0.1,5.8,0,0,0
-86.0,0.0,0.2,5.5,0,0,0
-77.2,0.0,0.3,5.1,0,0,0
-68.3,0.0,0.4,5.1,0,0,0
-58.6,6.2,0.5,6.0,543,29,88
-48.1,15.7,0.5,7.6,785,50,262
-35.4,23.5,0.4,9.2,901,60,419
-21.1,29.1,0.3,10.6,957,62,527
-5.0,31.7,0.4,11.7,973,64,576
11.3,31.0,0.6,12.5,967,62,561
27.1,27.2,0.8,12.7,940,58,487
40.5,20.6,1.5,12.6,860,54,357
52.4,12.1,1.5,12.0,704,43,190
62.5,2.2,1.1,10.8,0,8,8
72.0,0.0,0.8,10.2,0,0,0
80.4,0.0,0.9,9.7,0,0,0
89.4,0.0,1.0,9.1,0,0,0
99.5,0.0,1.0,8.6,0,0,0
113.1,0.0,1.7,8.0,0,0,0
133.2,0.0,1.1,7.5,0,0,0
-167.1,0.0,1.5,7.2,0,0,0
-152.2,0.0,0.7,6.9,0,0,0
-124.3,0.0,1.0,6.6,0,0,0
-107.4,0.0,0.5,6.4,0,0,0
-95.5,0.0,0.5,6.3,0,0,0
-86.2,0.0,0.6,6.1,0,0,0
-77.3,0.0,1.1,6.0,0,0,0
-68.4,0.0,1.1,6.0,0,0,0
-59.1,6.4,0.8,6.7,160,39,57
-48.2,15.8,1.5,8.1,505,71,208
-35.5,23.7,0.7,9.7,652,96,357
-21.2,29.3,1.3,11.0,574,139,420
-5.1,32.0,0.7,11.9,513,181,452
11.3,31.3,1.2,12.6,597,143,453
27.1,27.4,1.0,12.7,424,167,362
40.6,20.8,1.0,12.7,368,127,258
52.5,12.3,2.0,11.9,136,86,115
62.6,2.4,1.7,10.9,0,3,3
72.1,0.0,1.8,10.9,0,0,0
80.5,0.0,0.9,11.0,0,0,0
89.5,0.0,0.8,11.0,0,0,0
100.0,0.0,0.7,11.1,0,0,0
113.2,0.0,0.6,11.1,0,0,0
133.4,0.0,0.7,11.2,0,0,0
-167.1,0.0,0.5,11.3,0,0,0
-152.5,0.0,0.6,11.4,0,0,0
-124.6,0.0,1.7,11.5,0,0,0
-108.0,0.0,2.0,11.6,0,0,0
-96.1,0.0,0.7,11.6,0,0,0
-86.4,0.0,0.5,11.7,0,0,0
-77.5,0.0,0.9,11.9,0,0,0
-68.6,0.0,0.9,11.9,0,0,0
-59.2,6.5,0.8,12.2,0,24,24
-48.4,16.0,1.3,12.7,0,67,67
-36.0,23.8,2.0,13.2,0,99,99
-21.3,29.5,1.8,13.6,0,118,118
-5.1,32.2,3.6,14.0,0,135,135
11.3,31.5,2.4,14.1,0,116,116
27.1,27.7,3.3,14.0,0,83,83
41.0,21.1,2.8,14.0,0,52,52
