Az,hs,FF,Ta,G_Bn,G_Dh,G_Gh
122.2,0.0,1.5,0.6,0,0,0
137.4,0.0,1.5,0.1,0,0,0
155.1,0.0,2.2,-0.5,0,0,0
174.2,0.0,2.1,-1.0,0,0,0
-165.5,0.0,1.1,-1.5,0,0,0
-147.1,0.0,0.7,-2.0,0,0,0
-130.5,0.0,1.7,-2.5,0,0,0
-116.2,0.0,1.4,-2.7,0,0,0
-103.2,0.0,0.9,-3.0,0,0,0
-91.2,0.0,0.8,-3.2,0,0,0
-79.3,4.1,1.0,-2.7,0,16,16
-67.1,12.9,1.2,-1.2,81,92,111
-53.5,20.8,1.8,0.1,73,157,183
-39.1,27.5,2.0,1.5,100,224,270
-22.5,32.2,1.9,2.6,104,263,318
-5.0,34.4,1.9,3.7,177,291,391
13.0,33.8,2.7,4.7,330,231,414
30.2,30.4,2.7,5.1,178,259,349
45.6,24.7,3.4,5.1,180,188,263
59.6,17.4,3.4,4.8,367,103,212
72.4,9.0,3.7,3.9,193,53,84
84.5,0.0,3.4,2.8,0,1,1
96.4,0.0,4.2,2.1,0,0,0
109.0,0.0,6.0,1.4,0,0,0
122.3,0.0,4.9,0.8,0,0,0
137.5,0.0,6.5,0.1,0,0,0
155.2,0.0,5.2,-0.6,0,0,0
174.3,0.0,6.0,-1.2,0,0,0
-165.5,0.0,5.2,-1.8,0,0,0
-147.2,0.0,7.1,-2.4,0,0,0
-130.5,0.0,7.4,-3.0,0,0,0
-116.3,0.0,5.2,-3.4,0,0,0
-103.4,0.0,3.7,-3.7,0,0,0
-91.3,0.0,3.0,-3.9,0,0,0
-79.4,4.4,2.7,-3.4,0,20,20
-67.2,13.2,2.8,-2.0,80,94,113
-54.0,21.2,5.6,-0.7,106,168,206
-39.2,27.9,5.2,0.4,92,221,265
-22.5,32.6,6.0,1.5,125,275,342
-4.6,34.8,5.2,2.3,125,295,367
13.1,34.2,4.0,2.8,92,281,333
30.3,30.7,3.7,2.9,96,247,296
46.1,25.0,2.4,2.6,19,175,184
60.2,17.7,2.2,2.0,18,123,128
73.0,9.3,2.7,1.1,0,49,49
85.0,0.3,3.1,0.2,0,1,1
96.6,0.0,2.8,-0.1,0,0,0
109.2,0.0,4.2,-0.3,0,0,0
122.5,0.0,4.9,-0.6,0,0,0
138.1,0.0,6.5,-0.8,0,0,0
155.3,0.0,5.6,-1.1,0,0,0
174.4,0.0,6.8,-1.4,0,0,0
-165.5,0.0,5.2,-1.4,0,0,0
-147.2,0.0,6.0,-1.5,0,0,0
-131.0,0.0,7.1,-1.5,0,0,0
-116.4,0.0,8.3,-1.5,0,0,0
-103.5,0.0,7.1,-1.5,0,0,0
-91.4,0.0,6.8,-1.5,0,0,0
-79.5,4.8,4.9,-0.5,285,28,51
-67.3,13.6,4.2,1.5,469,77,187
-54.1,21.6,3.7,3.5,484,118,296
-39.2,28.3,5.2,4.9,204,218,315
-22.5,33.0,4.9,5.9,117,272,336
-4.5,35.2,3.7,6.6,99,261,318
13.2,34.5,2.8,7.6,285,264,425
30.4,31.1,6.0,7.5,41,210,231
46.3,25.4,4.9,7.5,79,196,230
60.3,18.0,5.2,6.9,54,125,141
73.2,9.6,5.6,5.9,0,40,40
85.2,0.5,5.6,4.8,0,1,1
97.2,0.0,6.3,4.3,0,0,0
109.4,0.0,5.6,3.7,0,0,0
123.1,0.0,7.4,3.2,0,0,0
138.2,0.0,7.1,2.6,0,0,0
155.4,0.0,5.6,2.0,0,0,0
174.5,0.0,4.6,1.5,0,0,0
-165.4,0.0,6.0,0.9,0,0,0
-147.3,0.0,5.6,0.3,0,0,0
-131.1,0.0,7.9,0.0,0,0,0
-116.5,0.0,6.8,-0.3,0,0,0
-103.6,0.0,4.2,-0.5,0,0,0
-91.5,0.0,4.6,-0.5,0,0,0
-79.6,5.1,3.1,0.2,134,30,42
-67.4,13.9,4.2,1.6,181,96,140
-54.2,22.0,6.5,3.6,458,117,288
-39.3,28.7,7.1,5.6,495,157,395
-22.5,33.4,10.6,7.3,482,186,452
-4.5,35.6,9.5,8.7,596,161,508
13.3,34.9,9.9,9.8,554,179,496
30.6,31.4,9.9,10.4,545,159,443
46.5,25.7,8.3,10.3,288,173,297
60.5,18.3,7.9,9.8,304,111,206
73.4,9.8,7.1,8.7,96,73,89
85.4,0.8,6.3,7.4,0,3,3
97.3,0.0,6.5,6.5,0,0,0
109.6,0.0,6.8,5.5,0,0,0
123.3,0.0,4.6,4.6,0,0,0
138.4,0.0,3.1,3.6,0,0,0
155.6,0.0,4.2,2.7,0,0,0
174.5,0.0,4.6,1.7,0,0,0
-165.4,0.0,3.4,0.8,0,0,0
-147.3,0.0,2.8,-0.2,0,0,0
-131.2,0.0,3.4,-0.7,0,0,0
-117.0,0.0,2.5,-1.2,0,0,0
-104.1,0.0,1.7,-1.6,0,0,0
-92.0,0.0,1.1,-1.7,0,0,0
-80.1,5.5,0.9,-0.6,276,40,66
-67.5,14.3,1.2,1.0,429,75,181
-54.3,22.3,1.8,2.4,261,155,255
-39.4,29.1,2.2,4.0,418,171,374
-22.5,33.8,4.0,5.5,431,202,442
-4.5,36.0,2.8,6.5,298,260,435
13.4,35.3,3.7,7.6,590,184,525
31.1,31.8,4.9,8.3,664,144,494
47.0,26.0,3.7,8.3,396,166,339
61.1,18.6,4.0,7.7,267,122,207
73.5,10.1,3.4,6.7,361,55,118
85.6,1.1,4.0,5.3,0,5,5
97.5,0.0,2.8,4.9,0,0,0
110.1,0.0,2.2,4.4,0,0,0
123.4,0.0,2.0,4.0,0,0,0
138.6,0.0,2.1,3.6,0,0,0
156.1,0.0,1.8,3.1,0,0,0
175.0,0.0,2.2,2.7,0,0,0
-165.4,0.0,2.5,2.7,0,0,0
-147.4,0.0,4.2,2.7,0,0,0
-131.3,0.0,5.2,2.6,0,0,0
-117.1,0.0,6.3,2.6,0,0,0
-104.2,0.0,5.2,2.6,0,0,0
-92.2,0.0,4.9,2.6,0,0,0
-80.2,5.9,4.2,3.9,276,42,70
-68.0,14.7,3.4,6.0,436,76,187
-54.4,22.7,3.1,8.0,422,128,291
-39.4,29.4,4.2,9.7,275,213,348
-22.6,34.2,2.4,10.9,125,284,354
-4.4,36.4,2.2,12.1,241,277,420
13.5,35.7,2.5,13.1,413,232,473
31.3,32.2,1.2,13.7,202,269,377
47.2,26.3,1.1,13.7,186,215,298
61.2,18.9,1.1,13.3,378,112,234
74.1,10.4,0.8,12.5,397,65,136
86.2,1.4,0.5,11.2,0,10,10
98.1,0.0,1.2,10.8,0,0,0
110.3,0.0,1.4,10.4,0,0,0
124.0,0.0,1.2,10.0,0,0,0
139.1,0.0,1.2,9.6,0,0,0
156.2,0.0,1.1,9.2,0,0,0
175.1,0.0,0.8,8.8,0,0,0
-165.4,0.0,1.4,8.6,0,0,0
-147.4,0.0,1.9,8.4,0,0,0
-131.4,0.0,1.5,8.3,0,0,0
-117.2,0.0,1.9,8.3,0,0,0
-104.3,0.0,1.7,8.2,0,0,0
-92.3,0.0,1.4,8.3,0,0,0
-80.3,6.2,1.1,8.3,0,6,6
-68.1,15.0,1.1,8.7,0,17,17
-54.5,23.1,2.1,9.0,0,41,41
-39.5,29.8,1.7,10.2,0,150,150
-22.6,34.6,1.0,10.4,0,77,77
-4.4,36.8,0.9,10.5,0,49,49
14.0,36.1,1.4,10.5,0,48,48
31.4,32.5,1.5,12.4,386,261,468
47.3,26.6,1.9,13.8,724,91,416
61.4,19.2,1.7,14.6,788,61,320
74.3,10.7,2.0,14.7,583,44,152
86.3,1.6,2.4,13.9,0,8,8
98.3,0.0,4.2,13.3,0,0,0
110.5,0.0,4.0,12.7,0,0,0
124.2,0.0,3.0,12.3,0,0,0
139.3,0.0,4.9,11.7,0,0,0
156.3,0.0,4.2,11.2,0,0,0
175.1,0.0,2.8,10.6,0,0,0
-165.4,0.0,2.8,9.9,0,0,0
-147.5,0.0,4.2,9.1,0,0,0
-131.4,0.0,4.9,8.7,0,0,0
-117.3,0.0,5.2,8.3,0,0,0
-104.4,0.0,6.0,8.0,0,0,0
-92.4,0.0,4.2,8.0,0,0,0
-80.4,6.6,2.8,8.3,0,17,17
-68.2,15.4,4.9,8.2,0,19,19
-54.6,23.5,6.5,8.7,0,47,47
-39.5,30.2,4.2,9.1,0,79,79
-22.6,35.0,4.6,9.2,0,68,68
-4.3,37.2,4.2,9.4,0,59,59
14.1,36.4,2.7,9.5,0,77,77
31.5,32.9,2.4,11.1,406,260,480
47.5,27.0,1.4,12.0,465,149,360
61.6,19.5,1.5,12.4,529,86,262
74.5,10.9,1.1,12.4,443,50,135
86.5,1.9,1.5,11.9,0,6,6
98.5,0.0,2.2,11.2,0,0,0
111.1,0.0,2.2,10.5,0,0,0
124.4,0.0,1.9,9.8,0,0,0
139.4,0.0,2.2,9.1,0,0,0
156.5,0.0,3.0,8.4,0,0,0
175.2,0.0,3.1,7.7,0,0,0
-165.4,0.0,2.7,7.1,0,0,0
-147.5,0.0,2.4,6.4,0,0,0
-131.5,0.0,3.4,6.0,0,0,0
-117.4,0.0,3.0,5.7,0,0,0
-104.5,0.0,2.4,5.4,0,0,0
-92.5,0.0,3.0,5.4,0,0,0
-80.5,6.9,2.7,5.7,0,24,24
-68.3,15.8,2.4,5.9,0,60,60
-55.0,23.9,2.7,6.5,0,80,80
-39.6,30.6,2.5,6.9,0,107,107
-23.0,35.4,2.0,7.3,0,148,148
-4.3,37.6,1.7,7.7,0,165,165
14.2,36.8,1.8,7.8,0,164,164
32.1,33.2,2.4,8.0,0,142,142
48.1,27.3,3.7,8.1,0,127,127
62.2,19.8,3.4,7.9,0,70,70
75.1,11.2,4.0,7.6,0,34,34
87.1,2.2,5.2,7.3,0,2,2
99.0,0.0,8.3,6.7,0,0,0
111.3,0.0,8.7,6.1,0,0,0
124.5,0.0,12.3,5.6,0,0,0
139.6,0.0,12.3,5.0,0,0,0
156.6,0.0,12.3,4.4,0,0,0
175.3,0.0,14.7,3.9,0,0,0
-165.4,0.0,8.3,3.0,0,0,0
-147.5,0.0,7.4,2.0,0,0,0
-131.6,0.0,9.1,1.5,0,0,0
-117.5,0.0,7.9,1.0,0,0,0
-105.0,0.0,4.9,0.6,0,0,0
-92.6,0.0,3.7,0.6,0,1,1
-81.0,7.3,3.4,2.1,386,36,85
-68.4,16.2,4.9,4.3,629,55,230
-55.1,24.2,4.9,6.9,783,58,380
-40.1,31.0,6.3,9.2,838,67,499
-23.0,35.8,7.1,11.3,859,77,579
-4.3,38.0,7.4,12.9,887,75,621
14.3,37.2,6.0,14.2,891,72,611
32.2,33.5,5.6,14.9,897,61,556
48.2,27.6,5.6,15.1,851,54,449
62.4,20.0,4.6,14.4,760,50,311
75.2,11.5,6.8,13.0,581,42,158
87.3,2.4,6.3,11.2,0,11,11
99.2,0.0,6.0,9.9,0,0,0
111.4,0.0,5.2,8.6,0,0,0
125.1,0.0,3.1,7.3,0,0,0
140.1,0.0,2.7,5.9,0,0,0
157.1,0.0,2.4,4.6,0,0,0
175.4,0.0,2.0,3.3,0,0,0
-165.4,0.0,1.9,2.3,0,0,0
-147.6,0.0,2.7,1.3,0,0,0
-132.1,0.0,3.4,0.7,0,0,0
-117.6,0.0,4.2,0.2,0,0,0
-105.1,0.0,3.1,-0.2,0,0,0
-93.1,0.0,2.8,-0.3,0,1,1
-81.2,7.7,3.4,1.4,476,36,99
-68.5,16.5,2.8,3.8,715,46,249
-55.2,24.6,3.7,6.2,837,50,399
-40.1,31.4,3.7,8.6,895,56,522
-23.0,36.2,4.6,10.6,922,62,607
-4.2,38.4,8.7,12.3,927,67,642
14.4,37.6,7.9,13.4,940,63,636
32.4,33.9,7.9,14.1,922,58,572
48.4,27.9,8.7,14.2,888,50,466
62.5,20.3,9.1,13.6,801,47,325
75.4,11.8,10.6,12.3,641,38,169
87.5,2.7,8.3,10.4,0,11,11
99.4,0.0,7.4,9.3,0,0,0
112.0,0.0,5.2,8.3,0,0,0
125.3,0.0,4.6,7.2,0,0,0
140.3,0.0,3.0,6.2,0,0,0
157.2,0.0,2.7,5.1,0,0,0
175.4,0.0,2.0,4.0,0,0,0
-165.4,0.0,1.7,3.4,0,0,0
-148.0,0.0,1.5,2.7,0,0,0
-132.1,0.0,1.7,2.3,0,0,0
-118.1,0.0,1.0,2.0,0,0,0
-105.2,0.0,0.7,1.7,0,0,0
-93.2,0.0,1.4,1.7,0,1,1
-81.3,8.0,1.7,2.2,0,34,34
-69.0,16.9,2.0,2.6,0,80,80
-55.3,25.0,2.2,3.4,0,122,122
-40.2,31.8,2.8,4.1,4,178,180
-23.0,36.6,4.2,4.7,5,201,204
-4.2,38.8,3.4,5.2,10,231,237
14.5,38.0,3.7,5.7,15,236,245
32.5,34.2,3.7,5.9,13,216,223
48.6,28.2,5.2,6.0,5,167,170
63.1,20.6,6.0,5.6,0,96,96
76.0,12.0,8.7,5.1,0,38,38
88.0,3.0,7.1,4.5,0,3,3
99.6,0.0,4.6,4.2,0,0,0
112.2,0.0,3.7,3.9,0,0,0
125.5,0.0,2.8,3.5,0,0,0
140.5,0.0,2.5,3.3,0,0,0
157.4,0.0,2.4,3.0,0,0,0
175.5,0.0,2.1,2.7,0,0,0
-165.3,0.0,2.7,2.7,0,0,0
-148.1,0.0,4.2,2.5,0,0,0
-132.2,0.0,6.0,2.7,0,0,0
-118.2,0.0,5.6,2.7,0,0,0
-105.3,0.0,4.2,2.7,0,0,0
-93.3,0.0,3.4,2.8,0,1,1
-81.4,8.4,3.7,3.5,0,37,37
-69.1,17.3,4.0,4.4,0,88,88
-55.4,25.4,4.2,5.6,9,161,165
-40.2,32.2,4.0,6.6,8,195,199
-23.1,37.0,4.9,7.6,16,232,242
-4.1,39.2,3.4,8.4,15,250,259
15.0,38.3,3.7,9.1,23,261,275
33.1,34.6,4.0,9.2,4,189,191
49.2,28.5,3.0,9.2,0,146,146
63.3,20.9,4.6,8.9,0,115,115
76.2,12.3,5.2,8.3,0,39,39
88.2,3.2,4.6,7.6,0,3,3
100.2,0.0,3.0,6.9,0,0,0
112.4,0.0,2.4,6.2,0,0,0
126.0,0.0,2.1,5.5,0,0,0
141.0,0.0,2.5,4.7,0,0,0
157.5,0.0,2.7,4.0,0,0,0
175.6,0.0,1.9,3.3,0,0,0
-165.3,0.0,2.5,2.3,0,0,0
-148.1,0.0,2.5,1.3,0,0,0
-132.3,0.0,2.8,0.7,0,0,0
-118.3,0.0,3.1,0.2,0,0,0
-105.4,0.0,3.7,-0.2,0,0,0
-93.4,0.0,4.6,-0.2,0,2,2
-81.5,8.7,4.6,1.2,286,50,93
-69.2,17.6,4.9,3.1,378,102,216
-55.5,25.8,6.0,4.3,144,196,259
-40.3,32.6,8.3,5.9,291,227,383
-23.1,37.4,8.3,7.0,198,280,400
-4.1,39.6,9.5,8.8,669,182,608
15.1,38.7,11.3,10.2,846,98,627
33.2,34.9,10.6,11.0,684,153,545
49.3,28.9,12.3,10.9,302,203,349
63.5,21.2,9.9,10.1,135,166,215
76.4,12.6,10.6,8.9,85,89,108
88.4,3.5,10.6,7.5,0,17,17
100.3,0.0,6.5,7.0,0,0,0
112.6,0.0,6.8,6.5,0,0,0
126.2,0.0,6.8,6.0,0,0,0
141.2,0.0,7.4,5.5,0,0,0
157.6,0.0,5.6,5.0,0,0,0
176.1,0.0,5.6,4.5,0,0,0
-165.3,0.0,4.9,4.5,0,0,0
-148.1,0.0,3.7,4.4,0,0,0
-132.3,0.0,4.2,4.5,0,0,0
-118.4,0.0,4.6,4.4,0,0,0
-105.5,0.0,5.2,4.5,0,0,0
-93.5,0.0,5.6,4.5,0,1,1
-81.6,9.1,6.0,5.4,0,46,46
-69.3,18.0,4.2,6.5,0,104,104
-55.6,26.1,3.7,7.6,6,156,159
-40.3,33.0,2.8,8.6,9,198,204
-23.1,37.8,3.7,9.6,14,238,246
-4.0,40.0,3.0,10.4,20,261,274
15.2,39.1,3.0,11.0,17,254,264
33.4,35.3,2.8,11.5,25,248,263
49.5,29.2,3.1,11.6,18,193,202
64.1,21.5,2.4,11.4,13,138,143
76.6,12.8,2.4,10.9,1,77,78
88.6,3.7,2.7,10.1,0,8,8
100.5,0.0,3.4,9.5,0,0,0
113.1,0.0,4.9,8.9,0,0,0
126.4,0.0,3.7,8.3,0,0,0
141.3,0.0,5.6,7.7,0,0,0
158.1,0.0,5.6,7.0,0,0,0
176.1,0.0,8.3,6.4,0,0,0
-165.3,0.0,7.9,5.7,0,0,0
-148.2,0.0,9.1,4.7,0,0,0
-132.4,0.0,10.6,4.6,0,0,0
-118.5,0.0,7.9,4.3,0,0,0
-106.0,0.0,10.6,4.0,0,0,0
-94.0,0.3,11.5,4.0,0,1,1
-82.1,9.5,8.7,4.4,0,29,29
-69.4,18.4,8.7,4.7,0,56,56
-56.0,26.5,6.8,5.1,0,84,84
-40.4,33.4,7.9,5.4,0,110,110
-23.1,38.2,6.3,5.8,0,138,138
-3.6,40.4,7.4,6.0,0,135,135
15.3,39.5,9.5,6.2,0,154,154
33.5,35.6,7.9,6.3,0,128,128
50.1,29.5,7.9,6.3,0,118,118
64.2,21.8,7.4,6.2,0,72,72
77.1,13.1,7.4,6.0,0,37,37
89.2,4.0,7.9,5.6,0,5,5
101.1,0.0,9.5,5.0,0,0,0
113.3,0.0,12.3,4.5,0,0,0
126.5,0.0,9.1,3.9,0,0,0
141.5,0.0,8.7,3.3,0,0,0
158.2,0.0,9.1,2.8,0,0,0
176.2,0.0,7.9,2.3,0,0,0
-165.3,0.0,9.1,1.6,0,0,0
-148.2,0.0,7.9,1.1,0,0,0
-132.5,0.0,7.1,0.6,0,0,0
-118.5,0.0,8.3,0.5,0,0,0
-106.1,0.0,8.7,0.3,0,0,0
-94.1,0.7,6.5,0.4,0,1,1
-82.2,9.8,4.6,0.7,0,20,20
-69.5,18.7,4.2,1.3,0,59,59
-56.1,26.9,6.0,1.9,0,86,86
-40.5,33.8,4.6,2.2,0,78,78
-23.1,38.6,6.5,2.2,0,50,50
-3.5,40.8,4.2,2.3,0,76,76
15.5,39.8,3.0,2.4,0,74,74
34.1,36.0,5.2,4.2,413,242,484
50.2,29.8,3.7,5.3,497,155,402
64.4,22.0,3.7,5.9,584,90,310
77.3,13.4,4.6,6.0,406,78,172
89.3,4.3,3.7,5.4,0,24,24
101.3,0.0,4.0,4.6,0,0,0
113.5,0.0,6.0,3.8,0,0,0
127.1,0.0,6.0,2.9,0,0,0
142.0,0.0,5.6,2.1,0,0,0
158.4,0.0,4.6,1.3,0,0,0
176.3,0.0,5.2,0.5,0,0,0
-165.3,0.0,6.0,-0.4,0,0,0
-148.2,0.0,5.6,-1.4,0,0,0
-132.6,0.0,7.1,-1.9,0,0,0
-119.0,0.0,9.1,-2.4,0,0,0
-106.2,0.0,7.1,-2.8,0,0,0
-94.2,1.0,6.3,-2.7,0,5,5
-82.3,10.2,4.9,-0.7,359,55,119
-70.0,19.1,4.6,1.6,552,80,261
-56.2,27.3,5.6,3.9,609,110,388
-40.5,34.2,5.2,5.9,556,164,476
-23.1,39.0,3.4,7.7,624,167,560
-3.5,41.2,6.0,9.3,666,167,605
15.6,40.2,4.9,10.3,688,153,597
34.2,36.3,4.0,11.0,740,116,554
50.4,30.1,6.0,11.1,746,87,461
65.0,22.3,9.5,10.7,690,69,331
77.5,13.6,10.6,9.5,525,55,178
89.5,4.5,10.6,7.7,0,23,23
101.5,0.0,7.4,6.6,0,0,0
114.1,0.0,6.3,5.5,0,0,0
127.3,0.0,6.8,4.4,0,0,0
142.2,0.0,7.9,3.3,0,0,0
158.5,0.0,7.1,2.2,0,0,0
176.3,0.0,6.3,1.1,0,0,0
-165.3,0.0,5.6,0.4,0,0,0
-148.3,0.0,4.6,-0.3,0,0,0
-133.0,0.0,4.2,-0.7,0,0,0
-119.1,0.0,3.7,-1.1,0,0,0
-106.3,0.0,2.7,-1.4,0,0,0
-94.3,1.4,3.1,-1.2,0,6,6
-82.4,10.5,4.2,0.9,413,50,126
-70.1,19.4,3.1,3.2,502,89,256
-56.3,27.6,3.4,5.6,585,118,390
-40.6,34.5,4.6,7.9,656,137,509
-23.1,39.4,3.1,10.0,744,128,601
-3.4,41.6,4.0,11.6,743,139,632
16.1,40.6,3.7,12.8,750,136,624
34.4,36.6,6.3,13.3,665,146,542
51.0,30.4,5.2,13.4,655,114,445
65.2,22.6,6.8,12.8,535,107,313
78.1,13.9,6.0,11.5,404,75,172
90.1,4.8,6.0,9.8,191,33,49
102.0,0.0,6.0,8.0,0,0,0
114.2,0.0,4.6,7.3,0,0,0
127.4,0.0,3.4,6.6,0,0,0
142.3,0.0,2.8,5.9,0,0,0
158.6,0.0,3.4,5.2,0,0,0
176.4,0.0,3.7,4.5,0,0,0
-165.2,0.0,2.6,4.2,0,0,0
-148.3,0.0,2.6,3.8,0,0,0
-133.1,0.0,4.7,3.6,0,0,0
-119.2,0.0,3.7,3.4,0,0,0
-106.4,0.0,1.9,3.3,0,0,0
-94.5,1.7,2.2,3.5,0,7,7
-82.5,10.9,1.9,5.4,463,48,136
-70.2,19.8,2.4,7.7,663,64,289
-56.4,28.0,1.5,9.9,768,73,434
-41.1,34.9,2.6,12.0,834,79,557
-23.2,39.8,3.4,13.8,867,85,640
-3.4,42.0,5.2,15.3,838,103,663
16.2,40.9,8.2,16.4,818,107,643
34.5,37.0,8.6,16.9,820,91,584
51.2,30.7,7.1,17.1,791,77,480
65.4,22.9,5.5,16.5,713,66,344
78.3,14.2,6.1,15.3,539,58,190
90.3,5.0,6.5,13.7,233,36,56
102.2,0.0,4.9,12.2,0,0,0
114.4,0.0,2.6,11.3,0,0,0
128.0,0.0,3.2,10.3,0,0,0
142.5,0.0,2.6,9.3,0,0,0
159.1,0.0,3.0,8.3,0,0,0
176.5,0.0,3.2,7.3,0,0,0
-165.2,0.0,2.6,6.5,0,0,0
-148.3,0.0,3.2,5.6,0,0,0
-133.2,0.0,4.9,5.1,0,0,0
-119.3,0.0,4.3,4.6,0,0,0
-106.5,0.0,3.0,4.3,0,0,0
-94.6,2.1,3.7,4.5,0,9,9
-83.0,11.2,5.2,6.2,341,59,125
-70.3,20.2,6.5,7.9,396,110,246
-56.5,28.4,6.9,9.5,395,169,356
-41.1,35.3,10.0,10.9,355,230,435
-23.2,40.2,6.5,12.3,430,253,530
-3.3,42.3,5.2,13.6,605,199,606
16.3,41.3,6.5,14.7,681,176,625
35.1,37.3,6.1,15.2,550,188,521
51.4,31.0,6.5,15.5,685,118,471
65.5,23.2,6.1,15.1,616,89,331
78.5,14.4,4.7,14.2,543,59,194
90.5,5.3,7.4,12.9,280,38,64
102.4,0.0,6.9,11.7,0,0,0
114.6,0.0,4.9,10.3,0,0,0
128.2,0.0,5.5,9.0,0,0,0
143.0,0.0,5.2,7.6,0,0,0
159.2,0.0,4.3,6.2,0,0,0
176.5,0.0,3.8,4.8,0,0,0
-165.2,0.0,4.3,3.7,0,0,0
-148.4,0.0,3.2,2.5,0,0,0
-133.2,0.0,4.9,1.8,0,0,0
-119.4,0.0,3.0,1.1,0,0,0
-107.0,0.0,1.7,0.6,0,0,0
-95.1,2.4,2.0,0.8,0,10,10
-83.1,11.6,2.8,2.7,511,48,150
-70.4,20.5,1.9,4.6,651,69,298
-56.6,28.8,2.8,6.5,749,80,441
-41.2,35.7,2.6,8.3,784,98,555
-23.2,40.6,3.2,9.8,789,116,630
-3.3,42.7,3.0,11.0,853,100,678
16.4,41.7,2.6,11.8,840,101,659
35.3,37.6,2.4,12.2,815,95,592
51.5,31.3,2.8,12.3,791,78,489
66.1,23.4,3.0,11.8,731,64,355
79.0,14.7,2.4,10.7,558,58,200
91.1,5.5,2.2,9.3,315,33,64
102.6,0.0,0.8,7.8,0,0,0
115.2,0.0,0.6,6.9,0,0,0
128.3,0.0,0.0,6.0,0,0,0
143.2,0.0,0.2,5.0,0,0,0
159.3,0.0,0.2,4.1,0,0,0
176.6,0.0,0.2,3.1,0,0,0
-165.2,0.0,0.1,2.8,0,0,0
-148.4,0.0,0.1,2.4,0,0,0
-133.3,0.0,0.4,2.2,0,0,0
-119.5,0.0,0.6,1.9,0,0,0
-107.1,0.0,0.2,1.8,0,0,0
-95.2,2.8,0.3,2.1,0,11,11
-83.2,12.0,0.1,4.0,295,70,132
-70.5,20.9,0.6,5.9,395,115,256
-57.1,29.1,0.8,7.8,496,150,392
-41.2,36.1,0.9,9.7,509,194,494
-23.2,41.0,0.7,11.3,568,197,570
-3.2,43.1,0.7,12.7,692,170,644
16.5,42.0,1.5,13.8,707,159,632
35.4,38.0,0.8,14.4,635,156,547
52.1,31.6,0.9,14.5,653,120,462
66.3,23.7,0.8,14.1,631,88,341
79.2,14.9,1.4,13.1,492,67,194
91.2,5.8,1.1,11.8,308,33,64
103.1,0.0,0.7,10.4,0,0,0
115.3,0.0,0.7,9.2,0,0,0
128.5,0.0,0.7,8.0,0,0,0
143.3,0.0,1.9,6.9,0,0,0
159.4,0.0,1.5,5.7,0,0,0
177.1,0.0,1.9,4.5,0,0,0
-165.2,0.0,2.4,3.4,0,0,0
-148.4,0.0,1.9,2.2,0,0,0
-133.4,0.0,3.7,1.5,0,0,0
-119.6,0.0,3.4,0.9,0,0,0
-107.2,0.0,1.7,0.4,0,0,0
-95.3,3.1,1.6,0.7,0,13,13
-83.3,12.3,2.8,2.8,618,41,172
-71.0,21.2,2.8,5.1,795,48,335
-57.2,29.5,2.0,7.2,883,52,487
-41.3,36.5,1.4,9.1,920,62,608
-23.2,41.4,1.5,10.7,918,74,681
-3.2,43.5,2.4,12.0,911,82,709
17.1,42.4,1.6,12.8,903,81,690
35.6,38.3,1.4,13.2,899,71,627
52.3,31.9,1.4,13.2,875,59,521
66.5,24.0,1.6,12.7,817,50,382
79.4,15.2,3.7,11.6,679,45,223
91.4,6.1,2.8,10.1,421,31,75
103.3,0.0,2.4,8.5,0,0,0
115.5,0.0,2.8,7.4,0,0,0
129.0,0.0,2.6,6.3,0,0,0
143.4,0.0,2.8,5.2,0,0,0
159.5,0.0,2.2,4.0,0,0,0
177.1,0.0,1.9,2.9,0,0,0
-165.2,0.0,1.9,2.4,0,0,0
-148.5,0.0,1.4,1.8,0,0,0
-133.4,0.0,1.6,1.4,0,0,0
-120.0,0.0,2.2,1.1,0,0,0
-107.3,0.0,1.1,0.8,0,0,0
-95.4,3.5,1.4,1.2,0,15,15
-83.4,12.6,1.2,3.2,441,58,154
-71.1,21.6,1.2,5.4,596,85,304
-57.3,29.9,1.1,7.6,703,98,449
-41.4,36.8,1.4,9.5,768,107,568
-23.2,41.8,1.5,11.2,792,119,646
-3.1,43.9,2.0,12.6,813,119,682
17.2,42.8,2.4,13.5,794,122,661
36.1,38.6,3.0,14.0,762,117,592
52.5,32.2,3.2,14.1,765,89,496
67.1,24.2,2.6,13.5,731,67,367
79.6,15.4,2.2,12.5,581,59,213
91.6,6.3,1.3,11.0,288,44,76
103.5,0.0,1.2,9.5,0,0,0
116.1,0.0,1.2,8.7,0,0,0
129.2,0.0,1.6,7.9,0,0,0
143.6,0.0,2.4,7.2,0,0,0
160.1,0.0,2.0,6.4,0,0,0
177.2,0.0,2.8,5.6,0,0,0
-165.2,0.0,2.8,5.2,0,0,0
-148.5,0.0,2.4,4.8,0,0,0
-133.5,0.0,2.0,4.5,0,0,0
-120.1,0.0,2.0,4.3,0,0,0
-107.4,0.0,1.3,4.1,0,0,0
-95.5,3.8,1.3,4.6,0,19,19
-83.5,13.0,2.0,6.7,401,88,178
-71.2,21.9,3.7,8.1,276,148,251
-57.3,30.2,3.2,9.7,409,182,388
-41.4,37.2,4.0,11.3,515,205,517
-23.2,42.2,4.0,12.1,173,317,433
-3.1,44.3,3.4,12.9,353,308,554
17.3,43.1,4.7,13.2,136,324,417
36.3,38.9,4.7,13.3,152,298,393
